Pump01_HUVEC-Gag-EIF4E_NHLF_Day01	Pump02_HUVEC-Gag-EIF4E_NHLF_Day01	Pump03_HUVEC-Gag-EIF4E_NHLF_Day01	Pump04_HUVEC-Gag-EIF4E_ESC_Day01	Pump05_HUVEC-Gag-EIF4E_ESC_Day01	Pump06_HUVEC-Gag-EIF4E_ESC_Day01	Pump01_HUVEC-Gag-EIF4E_NHLF_Day02	Pump02_HUVEC-Gag-EIF4E_NHLF_Day02	Pump03_HUVEC-Gag-EIF4E_NHLF_Day02	Pump04_HUVEC-Gag-EIF4E_ESC_Day02	Pump05_HUVEC-Gag-EIF4E_ESC_Day02	Pump06_HUVEC-Gag-EIF4E_ESC_Day02	Pump01_HUVEC-Gag-EIF4E_NHLF_Day03	Pump02_HUVEC-Gag-EIF4E_NHLF_Day03	Pump03_HUVEC-Gag-EIF4E_NHLF_Day03	Pump04_HUVEC-Gag-EIF4E_ESC_Day03	Pump05_HUVEC-Gag-EIF4E_ESC_Day03	Pump06_HUVEC-Gag-EIF4E_ESC_Day03	Pump01_HUVEC-Gag-EIF4E_NHLF_Day04	Pump02_HUVEC-Gag-EIF4E_NHLF_Day04	Pump03_HUVEC-Gag-EIF4E_NHLF_Day04	Pump04_HUVEC-Gag-EIF4E_ESC_Day04	Pump05_HUVEC-Gag-EIF4E_ESC_Day04	Pump06_HUVEC-Gag-EIF4E_ESC_Day04	Pump01_HUVEC-Gag-EIF4E_NHLF_Day05	Pump02_HUVEC-Gag-EIF4E_NHLF_Day05	Pump03_HUVEC-Gag-EIF4E_NHLF_Day05	Pump04_HUVEC-Gag-EIF4E_ESC_Day05	Pump05_HUVEC-Gag-EIF4E_ESC_Day05	Pump06_HUVEC-Gag-EIF4E_ESC_Day05	Pump01_HUVEC-Gag-EIF4E_NHLF_Day06	Pump02_HUVEC-Gag-EIF4E_NHLF_Day06	Pump03_HUVEC-Gag-EIF4E_NHLF_Day06	Pump04_HUVEC-Gag-EIF4E_ESC_Day06	Pump05_HUVEC-Gag-EIF4E_ESC_Day06	Pump06_HUVEC-Gag-EIF4E_ESC_Day06	Pump01_HUVEC-Gag-EIF4E_NHLF_Day07	Pump02_HUVEC-Gag-EIF4E_NHLF_Day07	Pump03_HUVEC-Gag-EIF4E_NHLF_Day07	Pump04_HUVEC-Gag-EIF4E_ESC_Day07	Pump05_HUVEC-Gag-EIF4E_ESC_Day07	Pump06_HUVEC-Gag-EIF4E_ESC_Day07	Pump07_Control_NHLF_Day01	Pump07_Control_NHLF_Day02	Pump07_Control_NHLF_Day03	Pump07_Control_NHLF_Day04	Pump07_Control_NHLF_Day05	Pump07_Control_NHLF_Day06	Pump07_Control_NHLF_Day07	Pump08_Control_NHLF_Day01	Pump08_Control_NHLF_Day02	Pump08_Control_NHLF_Day03	Pump08_Control_NHLF_Day04	Pump08_Control_NHLF_Day05	Pump08_Control_NHLF_Day06	Pump08_Control_NHLF_Day07	Pump09_Control_NHLF_Day01	Pump09_Control_NHLF_Day02	Pump09_Control_NHLF_Day03	Pump09_Control_NHLF_Day04	Pump09_Control_NHLF_Day05	Pump09_Control_NHLF_Day06	Pump09_Control_NHLF_Day07
RPS6KA3	24.2327	325.183	60.2354	464.437	103.603	292.675	15.7254	805.082	179.732	55.5079	110.788	1336.24	22.7335	79.1374	4.30576	386.94	95.7557	94.9787	257.959	109.521	603.128	503.803	244.698	1094.54	1118	300.718	841.612	430.406	102.467	542.549	386.091	166.691	822.921	535.281	60.855	115.841	282.607	656.447	157.642	280.545	186.401	276.964	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RPS6KA4	1.00000002	0	15.0000133	2.000001247	0	301.999652	12.00001975	44.99996275	0	0.999999815	67.0000429	190.9997908	124.9995233	48.00003954	151.9995521	31.99995291	76.9999583	9.00000219	502.0004444	125.9996446	363.0001801	644.9999807	169.0000031	689.000207	207.9999558	291.0003625	313.9996551	335.9995296	56.00003252	157.9997502	679.000125	313.9999277	106.0000803	389.9997595	169.9996254	562.9998451	132.00013	130.9997822	63.9999520446	198.0000149	147.0003181	50.0000341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999999551	0
RPS6KA5	23	0	42.00001	0	0	1	82	0	0	0	0	0	0	0	0	4	101	151	0	0	23	0	0	1	15	0	0	97	59	616	0	74	4	2	7	2	6	172	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA6	224.274	264.526	320.18	613.298	343.044	418.346	90.3434	237.002	220.312	346.346	461.67	507.365	460.675	416.93	240.535	743.338	741.147	338.389	273.272	301.853	596.391	815.665	321.578	809.431	273.193	504.251	393.227	483.631	481.955	651.359	580.452	332.339	393.511	291.449	577.063	458.357	211.68	371.212	236.256	156.387	188.233	268.794	2.09636	14.2829	23.0907	13.6555	10.2859	16.9894	10.2065	4.41492	1.04879	10.6104	11.0343	2.11878	11.808	17.7163	7.08899	5.41256	12.0716	17.2857	15.0779	10.4126	7.47861
RPS6KB1	0	1	39.000000382068	28.0000000891358	366	0	147.00000941846	527.0000069369	0	0	0	131.00000136957	0	119.000001553686	146	20.9999500332942	18	0	0	1	2	0	0	0	592.0000038884	41	102	9	788.0000044729	1	5	3.95862	57.9637	325.984	117.00000049954	20	444.00001863882	40	428.00001143756	60	75.000001166738	18.00000032294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
RPS6KB2	14	1	0	3	74	1	56	0	175	88	180	0	204	143	284	190	32	8	4	441	32	146	4	1177	393	630	943	79	1	748	102	280	654	430	44	1304	398	877	262	1259	350	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KC1	0	0	68.999982135	179.000222265	6.0000042365	240.0002335	131.00022004	18.9999613145	0.99999952047	31.9999914941	113	1024.0028152	475.00004366	4.999995981	1107	386	69.000049401	47.9999906904	63.999951482	281.999615733	59.999998287	0.99999957889	158.999889194	134.000307092	1331	253	905.0004	41.9999630448	521.999955972	642	104.99980995	1157.00160476	1135.00309106	135.000209745	32	694	298.00009746	586.00023326	535.99977389	442.99989313	0	165.999657946	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999999698	0	0	0	0	0	0	0
RPS6KL1	41.0216	74.0999	39	42.071	3.00227	1	0	2.00041	24	149.159	19.0339	99.0193	78.0214	6.00152	0	2.00153	110.156	37.0043	51.0502	1	7.00262	58.0241	113.067	20.0192	2.00048	56.0276	4.00369	15.0242	69.0235	36.0254	164	4.00051	47.01	52.0103	11.0051	200.076	35.0101	234.071	26.0195	15.0074	29	1.00009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS7	2051	2078	1030	1745	2393	2135	1831	1777	2265	3486	3111	7498	7178	3912	2180	4903	3465	3444	5032	3411	3347	6533	2872	7164	6361	6035	7563	9306	10601	6462	6451	3091	6302	8415	9789	9387	2341	5247	4529	7914	8395	7162	664	360	284	269	197	314	335	351	222	395	411	6	308	382	514	560	240	59	251	656	280
RPS7P5	0	0	2	0	0	20	0	0	0	0	0	0	0	0	15	1	0	6	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPS8	1238	1640	1897	969	2347	1297	1510	2124	3735	5074	2130	10055	7063	3609	2573	5329	2718	5338	7940	4295	5298	11444	5215	5759	10569	9131	6907	11981	12739	10711	8430	5823	8135	16499	17614	16790	7500	10185	3300	17695	16947	15663	314	304	46	461	178	170	445	307	158	138	272	49	248	8	100	35	137	195	325	278	214
RPS9	340.985	1036	1832	1534.99	1309	1149	2166	3740	2571	3790	2207.99	3497.99	4438	2806	1977	4381	2191	1899	7834	4002	9430	6612	4817	7923	10374	8304	6180.97	8683.99	6445	7289.97	9845.97	4817	8491.99	8586.99	10281	9828	6307	8195	4375	13405	13125	11551	79	148	88	229	25	151.973	113	138	1	232	38	82	163	275.904	235	2	118	283	132.958	322	0
RPSA	1220.978	1302.053	924.567	388.935	1170.492	1936.459	1093.537	706.41	1898.1613888	2125.522	893.612	4924.27	3181.506	1901.79725605	2239.944	2999.49	1454.5722	2754.117	6561.43	5019.8500251286	4340.636	6917.648	4439.7	6182.91	11890.74	9437.25	6454.12	11723.671	14866.2	7163.7	6843.21	7818.22	9888.94	11835.25	10029.51	11222.93	5726.08	8538.89	6945.34	16013.63	18146.44	12332.53	55.5958	3.95269	3.48891	6.1111	123	179.495	10.7138	7.42218	8.87367	13.6387	4.19413	0	5	20.2372	3.53562	0	3.20322	3	2	262.464	4
RPSAP52	10.0078	31.0216	33.186	1	5	54.2107	6	0	0	0	22.2269	19.0322	32	0	18.0076	25.0155	0	98.1004	0	33.0064	22.0099	9.00256	10	210.031	21.0117	22.0022	45.0266	27.0023	92.048	0	0	13.0032	86.092	104	107.021	445	7.00237	26.0145	24.0162	37	192.102	35.0082	15	13.314	14	27.1902	0	60	12	15.2073	13.3249	6	14	14.4114	0	9.1112	0	16.1899	3	0	0	14.0506	0
RPSAP58	30.3396	41.0099	42.7462	27.0435	24.9155	167.913	22.1702	1.63475	36.8379	39.799	15.0573	247.587	28.3533	34.0608	79.7538	163.398	10.7759	60.4922	80.6698	94.3696	16.8541	88.1074	41.0352	25.4848	198.189	334.514	148.777	140.085	406.783	29.112	53.5175	89.7153	114.93	154.564	41.7936	26.6436	78.4946	103.599	148.663	68.7984	229.11	150.85	38.4042	83.7333	30.5111	118.742	0	84.8226	66.2862	62.3705	124.801	40.3613	74.8974	25.5886	0	48.7631	0	85.8101	14.7968	0	0	1.36188	0
RPSAP9	3.65592	69.9086	87.4115	0	12.5808	133.414	1.2925	51.9552	0	8.66892	5.10385	18.1049	36.1336	7.13287	13.29	8.07997	3.57952	35.2717	17.9071	65.7555	54.4977	9.20674	9.25577	65.5672	31.0351	20.1545	19.0444	17.2452	19.9432	6.17594	11.2315	43.0477	23.0385	20.1863	7.64757	10.2845	15.4093	21.4808	16.964	11.5821	24.3143	63.6045	0	0	0	17.9569	0	4.68272	0	0	0	0	10.9085	0	0	15.8885	1.46438	0	0	0	0	1.12384	0
RPTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	3	0	46	0	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPTOR	1	271	229	1	58	0	16	0	123	198	195	0	5	8	0	40	3	0	27	10	49	41	0	1	868.9999	54	250	41	15	123	41	41	201	184	128	43	4	0	92	119	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
RPUSD1	223	212	380	0	87	0	145	12	1291	480	1424	882	269	535	2	264	65	625	2487	974	1055	2	195	2017	3533	2893	2032	1621	337	585	2753	1318	1461	1243	1408	1165	1680	1813	1705	975	1755	921	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPUSD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	261	0	0	0	470	0	0	0	0	0	0	0	93	481	0	0	0	0	35	0	163	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPUSD3	0	0	0	0	0	0	0	0	1	235	177	278	0	1	125	8	0	0	0	86	1	424	338	0	0	240	0	0	586	164	287	473	245	87	123	479	363	0	198	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPUSD4	0	0	0	11	0	0	0	1	0	320	44	0	0	0	348	0	0	715	6	0	185	1633	0	0	123	217	0	197	941	306	193	64	10	356	49	246	610	83	0	800	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RQCD1	28.6634	35.7278	568.6094	314.739	640.827	84.2174	434.88692	182.341	940.50840307807	260.1018	1499.8318	957.51	641.6244	324.7948	497.152	1160.87	811.4854	717.229	2474.0576	620.3147	822.079	1656.26	2067.957	2410.3212	1434.75	846.456	2226.0943	2125.292	1673.1094	1320.0638	1337.52	1739.7983	1242.7244	1920.4628	1028.7	3011.5192151083	3110.0923	2388.49	1124.31	1606.17	1180.8914	1982.3227563522	3.03041	1.16978	0	2.10088	5	1	2	0	1	1	1.04125	1	1	2.0793	1.44428	2	6.19256	1.90282	1	2	4
RRAD	0	0	0	0	0	0	0	0	0.9999998884	0	0	0	0	0	0	0	0	0	0	0	487.0004432	0	81.00002098	0	1.0000003271	0	0	0	90.99998201	0	0	116.00048732	0.9999995252	243.00027851	136.9995955	0	0	25.00004109	0	0	70.00003659	0	0	0	0	0	1.000000462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGA	0	0	0	23	42	0	0	170	0	305	10	0	517	8	0	0	3	1	0	1329	0	674	0	62	1	587	4	325	0	1240	43	448	0	710	42	653	723	0	0	575	1163	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGB	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	4	0	5	1	0	0	0	0	0	30	0	0	1	134	0	0	60	1	0	0	0	8	0	87	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGC	1	24	562	2	40	529	392	190	843	247	768.0002	1040	496	1254	623	176	919	486	1190	650	979	669	769	2147	1010.0001	2151	176	1095	1125	1790	2634	928	1468	349	1283	2497	1792.004	1336	1249.9966	979	1657	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RRAGD	0	28.2645	0	4	1	2	0	9	0	1	1.04607	0	0	3	0	207	1	2	10.4685	1	6	10	8.36664	2	128	40	44	1.04215	29	1.0298	255	138	97	21.9749	7	5	0	499	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAS	3	142	18	0	31	0	0	72	119	87	317	268	335	510	247	707	442	612	203	7	160	410	0	852	93	12	696	161	259	121	468	732	801	576	1216	344	513	306	238	470	413	516	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAS2	0	8	342.973	2	90	41	0	451	403	1160	397.965	152.999578	80	272.9771	338	793	18.46635	331	736.913	99	206	928	208.0002	40	370	828.955	718.932	363.7353	530	192.949	671.0003	820	1548.997	322.00032	219	557.993	749.9995	758	638	760.9846	389	821.9996	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
RRBP1	0	647	76	15	0	3	6	43	956	200	14	274	5	309	94	223	238	921	898	678	1037	469	303	1401	2003.001	926	935	783	1733.996	1031	1305	1341.0026	3926	1328	779	1941.001	947	1658	432	506	276	511	0	0	1	1	0	3	0	0	0	1	0	0	1	3	0	0	0	1	0	1	1
RREB1	9	11	171	32	12	30	59	15	16	136	10	32	118	28	204.999664	127	356	302	225.494	397.364	457	423.408	115.16	198.171	217	308	181	65	82	18.0568	823	44.2786	1562	120	186	789.00026769808	362	236	534	265	105	68	0	1	3	2	3	3	1	2	0	1	3	0	3	6	0	0	2	3	3	1	1
RRH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM1	0	0	0	43	7	3	0	0	0	278	95	567	0	0	0	0	0	92	83	810	0	280	35	0	281	31	247	180	377	74	34	7	0	208	401	38	237	39	117	108	3	84	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM2	47.3503	15.0893	13.8098	34.6053	5.75855	9.13393	5.01539	6.78006	3.1759	3.52304	15.3071	13.6925	21.82	21.7625	0	10.3636	236.034	12.4302	8.73775	2.23056	33.3063	40.9158	41.1103	396.097	88.4707	715.114	29.7418	330.589	976.281	20.5325	36.5553	18.2028	21.1093	119.912	174.358	39.9375	504.477	17.4458	11.3782	379.947	272.282	850.431	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
RRM2B	0	67	9	84	0	0	33	9.9999968	538	0	154	1831.9979	6	383	0	450	354	408	127	1	29	450	5	3	0	0	199	228	172.000197	226	205	10	384	268.0003	224.0004	368	146	38	506	302	530	364	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
RRN3	0	1	0	8	355.504	177	127	35	263.663	25.4268	24	698	6	0	0	540	9.08305	321.709	153	524.914	97.3265	296	99.5933	23	18	568.917	17	428.668	295	9.03708	20.5332	359	129.927	26.9954	46	83.4598	134.446	105.803	68.4283	25	205	462.453	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
RRN3P1	0	1	0	0	0	1	0	1	3.33677	33.7677	21	8	0	2	2	0	4.79923	20.9865	0	0	2	28	27.4067	0	0	84.0774	4	1.0058	1	32	15.2306	0	84	56.5164	0	1	0	28.1973	0	0	4	64.5466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRN3P2	0	2	0	0	0	0	0	0	0	5.80547	0	0	0	0	0	0	1.03205	0	0	1.08611	0	0	0	0	0	1.00567	0	11.3257	0	145.972	5.69899	0	3.07331	1.48817	0	0	0	0	1.00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRN3P3	16.3583	3.20602	18.9121	19.3647	9.14829	6.66966	1.38293	10.1912	1.11954	8.74696	97.1548	15.3711	13.3527	21.2532	4.1843	116.028	18.867	21.5431	13.3078	38.8757	39.0339	26.3684	26.053	691.992	157.716	42.7698	29.1091	94.9713	96.3458	40.7705	5.28136	236.03	58.2981	32.4508	57.3704	358.645	499.442	71.1937	382.932	19.9438	379.127	54.0974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
RRNAD1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	19	0	0	21	0	0	0	0	0	5	0	0	0	698	0	207.0004	1	0	0	0	2	217	138	310	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP1	320	0	404	1	408	2	6	0	331	133	174	91	2164	444	226	1064	395	131	131	410	323	202	420	12	1897	11	1364	826	1	695	4	1	1677	352	568	1	1401	451	77	535	417	820	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RRP12	0	4	0	7	0	0	200	134	23	313	3	302	525	110	85	237	211	38	145	53	235	0	152	1	284	22	575	1263	2	165	470	306	158.179	445	738	963	555	202	0	302	608	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RRP15	30.626	24.9196	36.8122	47.3511	16.776	11.0553	11.0681	30.0683	10.2157	9.04094	32.5183	3.3131	264.611	19.1175	5.50127	71.9254	44.8454	234.054	216.642	208.461	150.426	152.922	170.221	487.859	234.681	136.128	230.373	416.72	1197.58	423.42	121.84	238.636	25.9767	227.35	359.973	696.07	343.069	864.561	169.619	85.7356	182.02	96.0736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00725	0
RRP1B	183	1	319	791	715	0	498	268	695	757	1292	2736	1613	863	1079	1505	1279	1261	2500	978	1559	78	1348	2407	2060	3038	1075	1847	1272	3330	2267	1595	3399	2499	1554	1538	1834	3849	1573	1305	868	1060	2	2	3	1	2	0	1	0	0	67	1	0	1	2	1	1	0	0	0	0	1
RRP36	0	3	43	8	140	0	0	35	309	229	386	599	0	0	53	2	125	7	520	482	597	109	9	0	873	173	586	420	164	121	1738	18	93	379	411	21	513	319	221	176	1447	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP7A	17.6889	85.2383	25.4949	986.727	14.9724	320.162	65.5355	618.217	77.3767	23.4616	429.802	1002.23	932.629	70.5286	310.263	192.48	285.134	319.171	1996.17	1432.08	1284.33	2301.37	223.858	1216.8	1595.68	2155	1783.03	1363.8	1768.2	1876.64	1095.9	701.326	1300.48	1124.86	925.965	1092.5	1878.14	1770.99	3588.93	2171.83	2377.42	1200.71	0	3	0	1	2.06185	1	1	0	3	0	3.52717	0	0	5.53842	0	3.58623	0	0	1	0	1
RRP7B	0	10.2612	1.05548	9.0721	4.20114	9.61134	2.96155	244.683	16.1441	9.34776	2.86284	4.76867	351.504	11.7132	9.14717	6.2403	17.2911	11.0167	6.31645	22.9056	7.10874	6.49853	4.71363	23.5228	22.5248	1.68291	11.7843	17.0961	17.5693	5.54928	7.53441	4.5157	50.9154	4.20983	0	1.62737	12.1236	6.73889	13.7935	7.0029	17.3111	451.514	1	1	0	1.05549	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
RRP8	296	0	0	0	0	0	0	0	647	300	69	165	799	3	136	1	0	21	360	0	0	0	40	62	963	493	34	250	343	1	185	228	67	478	233	249	228	1	63	331	13	360	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
RRP9	0	0	0	0	1	0	0	0	0	481	15	0	0	159	0	556	0	261	0	1	1	368	317	1	0	0	0	0	602	543	312	739	48	448	8	847	425	9	20	141	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRS1	0	50	44	0	1	2	0	153	11	0	0	59	0	0	0	1	0	1	243	172	0	2	522	2	1	167	8	0	5	188	174	1	502	160	45	56	515	180	2	62	0	322	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RS1	1	1	13	18	23	0	0	0	1	0	16	0	0	0	0	29	30	0	0	0	1	2	10	0	0	46	24	6	0	4	1	14	2	0	0	1	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RSAD1	13	0	0	0	150	2	440	39	462	1	0	496	62	406	1	504	0	236	158	0	979	0	0	199	766	103	1026	35	1026	180	1688	490	91	396	488	455	122	732	653	240	75	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSAD2	13.9851	17.631	2.00627	19.778	14.6788	30.3148	1.02567	0	1.71746	3.72855	2.13487	19.4352	23.5396	0	2.54477	20.385	8.40283	2.44217	4.3907	3.13806	6.52109	34.3543	56.9968	25.6329	13.2702	15.1969	3.40814	16.8691	13.3614	15.6871	26.2729	31.4435	38.2517	13.1325	8.34241	11.8696	1.15086	36.3821	6.49012	0	9.18442	4.94639	0	1.38333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RSBN1	0	9	35	1	4	0	0	1	79	1	11	2	2	20	0	238	49	0	1	135	352	9	32	133	0	35	33	191	12	2	236	133	290	0	0	0	32	119	275	0	5	152	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RSBN1L	0	0	0	0	2	0	96	0	0	53.9566	9	0	0	0	0	0	0	18	102.203	4	0	61	0	0	74.9125	38	157.044	144.134	122	0	12	0	0	196.422	81	60.4998	197	175.384	63.7614	8	339	49.0645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSBN1L-AS1	0	7	0	0	0	1	0	0	27	205.043	0	0	0	0	1	0	0	0	749.797	42	498	0	1	0	103.087	0	274.956	481.866	0	488	0	0	150	229.578	0	255.5	0	786.616	350.239	0	0	6.93546	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RSC1A1	0	278	0	14	0	2	0	0	0	0	67.4106	0	58	0	15.8077	30	224.987	147	378.171	940.808	7	626.153	0	311.643	601.404	0	230.153	595.988	168	200	136.885	92.342	340.959	425.397	686.591	17	915.582	45	778.526	84.0534	30.9823	99	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0
RSF1	23	193	1	2	54	79	0	776	85	195	282	517	6	239	459	1455	27	46	142	310	436	1632	248	2131	1019	898	298	1268	1465	229	1402	1198	982	1334	116	322	1061	943	1101	620	1277	681	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSG1	0	3	260	0	0	0	0	0	0	0	167	0	8	0	9	271	0	0	0	0	0	0	0	579	262	0	0	0	0	0	0	0	0	3	0	0	12	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSL1D1	79.7874	374.198	18.524	64.1388	210.776	334.48	178.389	479.774	249.131	453.015	537.57	1546.72	224.766	983.191	567.167	2127.69	514.839	809.572	788.892	134.617	870.95	1691.7	652.915	1315.04	1206.17	1755.28	1352.47	1280.53	1173.82	783.76	2113.97	1017.74	1152.86	1548.04	650.69	2340.71	780.382	360.115	1486.27	897.169	655.383	889.775	0	1.08451	0	0	0	0	0	0	0	0	0	0	1.10414	0	1	0	0	0	0	0	0
RSL24D1	0	314	74	3	37	67	165	432	27	189	596	242	397	33	229	220	672	652	437	230	3	1041	42	720	1232	715	179	379	883	646	179	835	556	521	467	582	228	679	490	820	108	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RSPH1	0	2	2	3	4	0	8	1	0	2.20403	2	10	5	22.9047	24	41	16	9	0	5	31	106.84	2	60	291	4	19	5	48.9255	38.1626	12	6	2	9	7	46	7	12	0	1	15	0	0	0	0	0	0	16	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
RSPH10B	1.718574	0.5	4.02786	11.11884	10	0	0	0	2.02002	0	9	6.5	9.5	14.26012	5.5	20.6746	6.67896	11.5	5	4	14.58836	7.5	17	12.14602	1.502106	19.26544	13.5324	18.5	35	16.05802	7.94056	10.01576	20.5	1.150282	10.54388	13.93614	1.516482	13.52848	4.5	2.00798	4	11.52506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RSPH10B2	1.718574	0.5	4.02786	11.11884	10	0	0	0	2.02002	0	9	6.5	9.5	14.26012	5.5	20.6746	6.67896	11.5	5	4	14.58836	7.5	17	12.14602	1.502106	19.26544	13.5324	18.5	35	16.05802	7.94056	10.01576	20.5	1.150282	10.54388	13.93614	1.516482	13.52848	4.5	2.00798	4	11.52506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RSPH3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	2	31	0	0	0	0	0	2	0	0	170	389	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH4A	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH6A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH9	4	0	0	0	0	1	0	0	0	322	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO1	0	1.01821	0	3.01275	0	0	2	0	0	1.00186	2	0	2.01371	1.00104	0	19.0095	5	6.00307	0	4.03672	0	5.02186	2	4.00172	1.00029	1.00725	2.00261	1.0003	1	1.00024	1.00064	2.00196	1.00086	6.01007	15.0773	0	2	1.00122	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
